Q33,Q33A1,Q33A2,Q33A3,Q32,Q50,Q58A1,Q58A2,D_SIZE,D_IND,D_INDSIZE,WT,year
2, , , ,2,3,4,4,3,6,63,78.53368127,2019
2, , , ,2,3,3,4,2,11,112,48.39413951,2019
2, , , ,2,3,4,3,5,11,115,1.314865957,2019
1,0,0,1,2,3,4,3,3,1,13,8.378395358,2019
2, , , ,2,3,2,4,1,9,91,783.7215201,2019
1,0,1,0,3,2,3,3,2,7,72,52.8389525,2019
2, , , ,2,2,3,2,2,5,52,54.72285598,2019
1,1,0,1,2,2,5,5,4,5,54,8.780474218,2019
1,1,0,1,2,2,5,4,5,13,135,1.407988785,2019
1,0,1,0,2,3,5,4,4,8,84,12.25910528,2019
1,0,1,0,2,2,4,4,4,12,124,5.525749672,2019
2, , , ,2,3,4,4,3,4,43,138.7725817,2019
1,0,0,1,2,3,4,3,4,5,54,13.96000462,2019
1,0,1,0,2,3,4,4,2,4,42,415.9241802,2019
1,0,1,1,2,2,4,3,4,10,104,9.120365427,2019
1,0,0,1,2,3,5,4,3,4,43,138.7725817,2019
1,0,0,1,2,1,4,4,5,5,55,2.467684298,2019
1,1,0,0,2,2,3,3,5,6,65,1.268220219,2019
1,1,0,1,2,2,4,4,5,13,135,5.022058782,2019
1,0,0,1,2,3,4,4,3,6,63,75.96004773,2019
1,1,0,1,2,2,3,3,3,2,23,76.71655453,2019
1,0,1,0,2,2,4,4,5,6,65,1.227173695,2019
2, , , ,2,3,2,2,5,11,115,5.361456984,2019
2, , , ,2,3,3,3,1,11,111,207.991427,2019
1,0,1,0,2,2,4,4,1,8,81,53.1477317,2019
1,1,0,0,2,1,4,4,5,2,25,1.835101156,2019
2, , , ,2,2,4,3,5,10,105,4.702961929,2019
2, , , ,2,2,4,3,1,8,81,52.26794748,2019
1,0,1,0,2,3,4,2,2,4,42,415.9241802,2019
1,1,0,0,2,2,5,4,5,7,75,4.456038067,2019
2, , , ,2,2,4,3,2,8,82,50.21992957,2019
2, , , ,2,3,2,3,1,11,111,230.8778911,2019
2, , , ,2,2,5,5,4,8,84,12.25910528,2019
2, , , ,2,3,4,3,3,6,63,84.31835812,2019
1,1,0,0,2,3,4,4,5,5,55,1.327045048,2019
1,0,1,0,2,2,2,2,2,5,52,34.41923116,2019
1,0,1,0,2,3,4,3,2,4,42,461.6906522,2019
1,1,0,0,2,2,4,2,5,2,25,3.952926558,2019
2, , , ,2,2,3,4,4,10,104,14.50039489,2019
2, , , ,2,3,4,4,3,6,63,84.31835812,2019
2, , , ,2,3,4,4,3,6,63,75.96004773,2019
1,0,1,0,2,2,4,4,5,10,105,4.702961929,2019
1,0,1,0,2,2,4,2,2,4,42,461.6906522,2019
1,1,0,0,2,2,4,3,5,2,25,1.882997748,2019
1,1,0,0,2,2,4,3,3,10,103,73.87934953,2019
1,0,0,1,2,3,4,3,3,8,83,74.44234771,2019
1,0,1,1,2,1,4,4,5,2,25,1.882997748,2019
1,1,0,0,2,1,4,4,5,2,25,1.882997748,2019
1,0,1,1,2,2,4,4,5,2,25,1.857174145,2019
1,0,1,1,2,2,4,4,5,2,25,1.857174145,2019
1,0,0,1,2,2,4,3,4,13,134,55.08097746,2019
1,0,1,0,2,2,5,3,4,13,134,55.08097746,2019
2, , , ,2,2,5,5,3,2,23,94.18893162,2019
2, , , ,2,2,3,2,4,5,54,15.9568832,2019
2, , , ,3,2,3,4,5,6,65,1.402712095,2019
2, , , ,2,2,4,3,1,3,31,518.9259726,2019
2, , , ,3,2,4,4,2,13,132,436.2694564,2019
2, , , ,2,2,3,3,1,7,71,197.5714694,2019
2, , , ,2,2,4,4,4,3,34,19.36373806,2019
2, , , ,2,2,4,5,4,8,84,15.05114555,2019
2, , , ,2,2,4,3,3,10,103,81.71408685,2019
2, , , ,2,2,4,3,5,3,35,3.663092023,2019
1,0,0,1,2,3,4,2,2,4,42,461.6906522,2019
1,0,1,1,2,1,4,4,5,2,25,1.857174145,2019
1,0,1,0,2,2,4,4,2,4,42,415.9241802,2019
1,1,0,0,2,1,4,3,5,2,25,1.857174145,2019
1,0,0,1,2,3,4,2,2,4,42,415.9241802,2019
2, , , ,2,2,4,4,3,13,133,279.0689436,2019
2, , , ,2,3,4,4,3,13,133,262.1168223,2019
1,0,0,1,2,3,4,4,3,4,43,143.4743925,2019
1,1,0,1,2,2,3,3,5,2,25,1.857174145,2019
2, , , ,2,2,3,3,1,2,21,202.612735,2019
1,0,0,1,2,3,4,2,2,4,42,461.6906522,2019
1,0,0,1,2,2,5,5,4,8,84,7.461094647,2019
1,0,0,1,2,3,4,3,4,2,24,24.61133698,2019
1,0,0,1,2,2,5,4,5,11,115,4.829986465,2019
1,1,0,0,2,3,5,3,3,8,83,118.3552838,2019
1,0,0,1,2,3,2,2,2,4,42,461.6906522,2019
2, , , ,2,2,2,3,4,12,124,6.133778922,2019
2, , , ,2,3,4,4,4,6,64,4.108430329,2019
2, , , ,2,3,3,3,3,13,133,279.0689436,2019
2, , , ,2,2,4,4,2,8,82,88.31156033,2019
2, , , ,2,2,3,3,4,11,114,13.15412364,2019
2, , , ,2,3,3,3,3,13,133,279.0689436,2019
1,0,0,1,2,3,3,3,3,6,63,84.31835812,2019
2, , , ,2,3,3,3,4,11,114,13.15412364,2019
2, , , ,2,2,2,2,4,11,114,13.15412364,2019
2, , , ,2,2,3,3,3,13,133,279.0689436,2019
2, , , ,2,2,5,5,4,11,114,13.15412364,2019
1,0,0,1,2,3,3,3,3,6,63,84.31835812,2019
2, , , ,2,2,4,4,4,8,84,13.55915557,2019
2, , , ,2,2,4,4,2,13,132,355.3399424,2019
2, , , ,2,2,3,3,3,8,83,135.2851587,2019
1,0,1,1,2,1,4,4,5,2,25,1.857174145,2019
1,0,0,1,2,3,4,3,3,6,63,84.31835812,2019
1,0,1,0,2,2,5,4,5,13,135,1.202008987,2019
2, , , , ,1,5,5,1,8,81,48.68209509,2019
1,0,1,0,2,2,4,4,3,13,133,158.3660721,2019
2, , , ,2,2,4,3,2,13,132,394.4399907,2019
2, , , ,2,3,4,3,3,6,63,75.96004773,2019
1,0,1,0,2,3,5,4,5,10,105,2.862300574,2019
1,1,0,0,2,3,5,4,5,13,135,1.202008987,2019
1,0,1,0,2,2,5,5,1,8,81,48.68209509,2019
1,1,0,0,2,3,3,2,4,8,84,7.461094647,2019
2, , , ,2,3,4,5,4,11,114,13.15412364,2019
2, , , ,2,3,4,4,2,6,62,462.7562857,2019
1,1,0,0,2,3,5,5,3,4,43,167.7369126,2019
2, , , ,2,3,3,3,2,6,62,431.0088035,2019
1,1,0,0,2,1,4,4,5,13,135,1.202008987,2019
2, , , ,2,3,4,2,4,6,64,3.826570692,2019
2, , , ,2,3,2,2,3,12,123,76.23944335,2019
2, , , ,2,2,4,4,1,13,131,1345.051351,2019
2, , , ,2,3,3,2,2,6,62,431.0088035,2019
1,1,0,0,2,2,4,3,5,10,105,4.702961929,2019
2, , , ,2,2,4,5,2,6,62,462.7562857,2019
1,0,0,1,2,3,5,3,5,6,65,1.483306892,2019
2, , , ,2,3,3,3,1,10,101,340.7534482,2019
1,0,1,0,2,2,3,3,4,7,74,12.35727976,2019
1,1,0,0,2,1,4,3,5,13,135,1.16310542,2019
1,1,0,0,2,2,3,3,4,10,104,15.11820144,2019
1,0,1,1,2,3,5,4,5,2,25,3.824988292,2019
2, , , ,2,3,1,1,1,10,101,214.3249195,2019
1,0,1,0,2,3,4,4,5,7,75,2.716112823,2019
1,1,0,1,2,2,3,4,4,8,84,11.86233376,2019
1,0,1,0,2,2,5,5,4,10,104,9.120365427,2019
2, , , ,2,3,4,4,5,11,115,4.673661756,2019
2, , , ,2,3,4,3,1,9,91,809.9354492,2019
1,0,1,1,2,3,3,4,5,11,115,1.272309723,2019
1,1,0,1,2,3,5,3,4,8,84,11.86233376,2019
2, , , ,2,3,4,4,3,6,63,78.53368127,2019
2, , , ,2,3,4,4,3,8,83,122.3140331,2019
1,0,1,0,2,2,5,5,4,7,74,8.357504393,2019
1,0,1,0,2,1,5,4,3,7,73,43.07972534,2019
1,1,0,0,2,2,4,4,3,8,83,122.3140331,2019
1,1,0,0,2,2,4,2,3,12,123,96.07822965,2019
1,0,0,1,2,3,5,5,4,8,84,7.461094647,2019
2, , , ,2,2,3,2,4,5,54,13.00227587,2019
1,1,0,0,2,2,5,5,5,8,85,3.80187275,2019
1,0,0,1,2,3,4,3,4,2,24,24.61133698,2019
1,0,0,1,2,2,4,4,4,12,124,4.064994463,2019
2, , , ,3,2,3,3,4,8,84,12.25910528,2019
1,0,0,1,2,3,4,3,4,8,84,7.461094647,2019
2, , , ,2,3,4,3,1,7,71,178.7032505,2019
2, , , ,2,1,5,5,4,5,54,13.96000462,2019
2, , , ,2,3,2,2,5,11,115,4.829986465,2019
1,0,1,0,2,2,4,3,4,12,124,4.064994463,2019
1,0,1,0,2,3,5,5,2,11,112,50.01282742,2019
2, , , ,2,3,5,4,4,5,54,13.96000462,2019
2, , , ,2,3,4,4,4,6,64,2.406811904,2019
1,1,0,0,2,2,4,3,3,11,113,44.22214924,2019
1,0,1,0,2,2,5,4,4,12,124,4.064994463,2019
2, , , ,2,3,3,3,5,11,115,4.829986465,2019
1,0,1,1,2,2,5,5,5,2,25,3.824988292,2019
1,0,0,1,2,2,5,4,3,10,103,79.35445986,2019
2, , , ,2,3,3,3,1,6,61,1965.042619,2019
2, , , ,2,1,4,4,3,7,73,47.79998351,2019
1,0,0,1,2,3,3,4,3,11,113,42.79087927,2019
1,0,1,0,2,2,4,3,4,7,74,13.71127054,2019
1,0,1,1,2,3,5,4,5,2,25,3.824988292,2019
2, , , ,2,3,3,3,1,6,61,1965.042619,2019
2, , , ,2,3,5,4,3,4,43,167.7369126,2019
1,1,0,1,2,1,4,3,5,2,25,1.985056993,2019
1,0,1,0,2,2,3,3,4,7,74,13.71127054,2019
1,0,0,1,2,3,5,4,5,11,115,1.272309723,2019
2, , , ,2,3,4,2,1,6,61,1965.042619,2019
1,0,1,0,2,3,4,4,5,11,115,4.673661756,2019
2, , , ,2,3,4,3,3,7,73,47.79998351,2019
2, , , ,2,2,4,4,3,12,123,102.291985,2019
2, , , ,2,3,4,4,3,5,53,47.6233384,2019
2, , , ,2,3,3,3,4,7,74,13.71127054,2019
1,0,1,0,2,3,4,4,5,11,115,4.673661756,2019
2, , , ,2,3,4,2,2,6,62,431.0088035,2019
2, , , ,2,2,4,3,4,4,44,12.9208376,2019
1,0,1,0,2,2,4,2,5,3,35,3.525473646,2019
1,0,0,1,2,3,4,4,3,9,93,50.26833656,2019
2, , , ,2,3,4,3,3,2,23,89.72747189,2019
2, , , ,2,2,5,5,2,7,72,52.8389525,2019
2, , , ,2,3,5,5,3,5,53,47.6233384,2019
2, , , ,2,2,3,3,1,9,91,709.3842269,2019
2, , , ,2,3,4,4,4,6,64,4.245849168,2019
2, , , ,2,3,3,3,3,2,23,89.72747189,2019
1,0,0,1,2,3,3,4,3,9,93,52.41007876,2019
2, , , ,2,3,1,1,2,6,62,478.2345649,2019
2, , , ,2,3,3,3,2,2,22,117.4894092,2019
2, , , ,2,3,3,3,3,5,53,47.6233384,2019
2, , , ,2,2,4,5,3,4,43,129.2520626,2019
2, , , ,2,3,4,4,2,6,62,430.8281279,2019
1,0,1,0,2,1,4,3,5,2,25,1.985056993,2019
2, , , ,2,3,4,4,2,6,62,478.2345649,2019
2, , , ,2,2,3,3,4,6,64,4.245849168,2019
2, , , ,2,3,1,1,4,4,44,13.93841919,2019
2, , , ,2,2,3,3,4,5,54,13.00227587,2019
1,0,1,0,2,3,4,4,5,5,55,2.10985814,2019
2, , , ,2,3,1,1,1,3,31,498.4694751,2019
2, , , ,2,3,1,1,3,1,13,8.418166626,2019
1,0,1,1,2,1,4,4,5,2,25,1.985056993,2019
2, , , ,2,2,4,4,4,5,54,14.42693906,2019
2, , , ,2,2,4,4,2,5,52,55.61706959,2019
1,0,1,1,2,1,4,4,5,2,25,1.985056993,2019
1,0,0,1,2,3,4,4,4,9,94,3.663920692,2019
2, , , ,2,2,4,3,1,2,21,202.612735,2019
1,1,0,0,2,3,5,3,3,8,83,118.3552838,2019
2, , , ,2,2,3,4,1,6,61,1965.042619,2019
2, , , ,2,2,4,2,3,13,133,163.6631028,2019
2, , , ,2,3,4,3,2,5,52,59.73878417,2019
1,1,0,0,2,3,5,4,3,8,83,118.3552838,2019
2, , , ,2,3,3,2,2,12,122,73.94086599,2019
2, , , ,2,2,4,4,4,4,44,11.64002078,2019
1,0,1,0,2,2,4,4,3,8,83,74.44234771,2019
1,1,0,0,3,2,4,4,4,12,124,3.475550606,2019
2, , , ,2,3,3,3,3,5,53,47.6233384,2019
2, , , ,2,2,4,5,3,4,43,129.2520626,2019
2, , , ,2,2,1,1,2,12,122,73.94086599,2019
1,1,0,0,2,3,5,2,3,8,83,118.3552838,2019
1,0,1,0,4,2,4,4,2,7,72,52.8389525,2019
1,0,1,1,2,2,4,4,5,2,25,1.985056993,2019
1,1,0,0,2,3,3,3,4,4,44,12.91542128,2019
1,0,0,1,2,3,4,4,3,5,53,47.6233384,2019
2, , , ,2,2,4,4,3,4,43,143.4743925,2019
1,0,0,1,2,3,5,3,3,8,83,118.3552838,2019
2, , , ,2,3,3,3,5,9,95,1.872198432,2019
2, , , ,2,2,5,1,5,11,115,4.829986465,2019
1,0,0,1,2,3,4,4,4,9,94,3.663920692,2019
1,0,1,0,2,2,5,3,5,3,35,1.213272768,2019
2, , , ,2,3,4,4,3,5,53,47.6233384,2019
2, , , ,2,2,2,2,5,11,115,4.829986465,2019
1,1,0,0,2,3,5,4,3,8,83,118.3552838,2019
2, , , ,2,2,3,3,3,13,133,147.2789978,2019
1,0,1,0,3,2,4,4,4,4,44,11.64002078,2019
1,1,0,0,2,2,5,4,5,4,45,5.700002703,2019
1,0,1,0,2,3,4,4,4,9,94,3.663920692,2019
2, , , ,2,3,3,3,3,12,123,76.23944335,2019
1,0,1,0,2,3,2,2,4,2,24,24.61133698,2019
1,1,0,0,2,1,4,3,4,8,84,12.25910528,2019
1,0,0,1,2,3,4,3,4,9,94,3.663920692,2019
1,1,0,0,2,1,5,5,5,13,135,1.084945774,2019
2, , , ,2,2,3,2,4,5,54,9.07416365,2019
1,0,1,0,2,3,5,5,3,8,83,74.44234771,2019
2, , , ,2,2,3,3,2,13,132,355.4889607,2019
1,0,1,0,2,2,5,5,3,8,83,74.44234771,2019
1,0,0,1,2,3,4,4,3,9,93,50.26833656,2019
1,1,0,0,2,3,5,5,3,8,83,118.3552838,2019
1,0,0,1,2,2,5,5,3,4,43,138.7725817,2019
1,1,0,0,2,2,5,4,5,13,135,1.083310353,2019
1,0,1,0,3,2,4,4,3,13,133,244.1342483,2019
2, , , ,2,2,5,4,2,8,82,71.95962115,2019
2, , , ,2,3,3,3,3,4,43,138.7725817,2019
1,0,0,1,2,3,5,4,3,8,83,74.44234771,2019
2, , , ,2,2,4,4,3,12,123,79.48771541,2019
2, , , ,2,2,3,4,4,4,44,12.9208376,2019
1,0,1,0,2,3,5,5,2,7,72,51.12879578,2019
2, , , ,2,2,3,3,3,13,133,259.9233661,2019
1,0,0,1,2,2,4,4,4,2,24,24.61133698,2019
2, , , ,2,3,3,3,2,7,72,32.20721059,2019
2, , , ,2,3,4,4,5,8,85,3.426437036,2019
2, , , ,2,2,4,4,3,12,123,79.48771541,2019
2, , , ,2,2,3,3,5,5,55,1.901509216,2019
1,0,1,0,2,3,4,3,1,7,71,191.8662722,2019
2, , , ,2,2,2,2,3,12,123,76.23944335,2019
1,0,1,0,3,2,4,4,4,13,134,71.25008711,2019
2, , , ,2,2,3,3,4,5,54,13.00227587,2019
2, , , ,2,3,3,2,2,7,72,51.12879578,2019
2, , , ,2,1,3,4,3,12,123,84.62849721,2019
1,0,1,0,2,3,5,3,3,8,83,118.3552838,2019
2, , , ,2,3,4,2,1,8,81,85.91594328,2019
2, , , ,2,3,3,3,2,7,72,32.20721059,2019
2, , , ,2,2,4,4,4,5,54,13.00227587,2019
2, , , ,2,3,3,3,1,4,41,3311.67082,2019
1,1,0,0,2,2,4,5,1,8,81,48.68209509,2019
1,0,0,1,2,2,5,5,3,8,83,118.3552838,2019
1,0,0,1,2,3,4,4,2,7,72,51.12879578,2019
1,1,0,1,2,2,4,4,5,2,25,1.985056993,2019
1,0,0,1,2,3,3,3,4,4,44,12.4974078,2019
2, , , ,2,3,3,3,1,7,71,191.8662722,2019
1,0,0,1,2,2,4,3,3,8,83,118.3552838,2019
1,0,0,1,2,3,4,3,1,4,41,3676.072548,2019
2, , , ,2,3,3,3,1,7,71,191.8662722,2019
2, , , ,2,2,4,4,4,5,54,13.00227587,2019
2, , , ,2,3,4,4,3,7,73,43.07972534,2019
2, , , ,2,3,5,3,2,4,42,495.6981148,2019
1,0,0,1,2,3,4,4,1,7,71,191.8662722,2019
1,0,1,0,3,2,4,4,4,1,14,1.238308037,2019
1,0,0,1,2,3,5,3,3,8,83,118.3552838,2019
1,1,0,1,2,2,4,4,3,4,43,87.28428886,2019
1,0,1,0,2,1,4,4,2,7,72,47.62109511,2019
1,0,1,0,2,2,4,4,1,7,71,178.7032505,2019
2, , , ,2,3,4,4,2,7,72,29.99762884,2019
1,0,0,1,2,3,3,3,1,7,71,172.846952,2019
1,0,0,1,2,2,5,3,3,8,83,74.44234771,2019
2, , , ,2,2,3,3,1,5,51,1803.339642,2019
1,0,0,1,2,3,5,5,3,8,83,118.3552838,2019
1,0,0,1,2,2,4,4,3,4,43,138.7725817,2019
1,0,1,0,4,2,4,4,4,13,134,44.88207722,2019
1,0,1,0,2,2,4,4,3,8,83,118.3552838,2019
2, , , ,2,2,3,3,3,12,123,79.48771541,2019
2, , , ,2,2,4,3,4,4,44,12.9208376,2019
1,0,0,1,2,2,4,4,3,2,23,74.23358835,2019
1,0,0,1,2,2,4,4,3,12,123,47.95259636,2019
2, , , ,2,2,4,3,3,4,43,129.2520626,2019
1,1,0,0,2,3,5,5,3,8,83,74.44234771,2019
2, , , ,2,2,3,3,3,2,23,74.23358835,2019
2, , , ,2,3,5,5,4,6,64,3.826570692,2019
1,0,1,0,2,3,5,5,2,7,72,47.62109511,2019
2, , , ,2,2,4,4,3,12,123,84.62849721,2019
1,0,0,1,2,2,5,3,3,8,83,118.3552838,2019
2, , , ,2,2,3,4,4,4,44,12.9208376,2019
2, , , ,2,3,4,2,4,4,44,12.4974078,2019
2, , , ,2,2,4,4,3,13,133,259.9233661,2019
2, , , ,2,3,4,4,1,9,91,729.9541575,2019
2, , , ,2,3,4,4,1,6,61,1965.042619,2019
2, , , ,2,3,5,4,3,4,43,154.0425078,2019
1,0,1,1,2,2,4,4,5,13,135,1.199127986,2019
1,1,0,0,2,3,4,2,4,2,24,24.61133698,2019
2, , , ,2,3,4,3,1,6,61,1965.042619,2019
2, , , ,2,1,5,4,3,4,43,154.0425078,2019
2, , , ,2,2,3,3,2,13,132,355.4889607,2019
1,0,0,1,2,3,3,3,4,2,24,24.61133698,2019
2, , , ,2,2,4,5,5,5,55,1.901509216,2019
2, , , ,2,3,3,3,1,7,71,172.846952,2019
1,1,0,0,2,3,4,4,4,2,24,24.61133698,2019
1,0,1,0,3,2,4,4,3,13,133,147.2789978,2019
1,1,0,0,2,3,3,3,4,2,24,24.61133698,2019
1,1,0,0,2,2,4,4,3,13,133,158.3660721,2019
1,1,0,0,2,2,4,4,3,7,73,27.09600949,2019
2, , , ,2,3,4,3,3,2,23,74.23358835,2019
2, , , ,2,3,4,4,2,8,82,71.95962115,2019
1,1,0,0,2,3,4,3,4,2,24,24.61133698,2019
2, , , ,2,2,4,4,3,13,133,262.1168223,2019
1,0,1,0,2,3,3,3,4,2,24,24.61133698,2019
2, , , ,2,3,3,3,3,2,23,74.23358835,2019
2, , , ,2,2,3,2,3,4,43,143.4743925,2019
2, , , ,2,2,2,2,1,2,21,182.6046859,2019
2, , , ,2,3,3,3,1,6,61,1965.042619,2019
1,1,0,0,2,3,5,3,4,2,24,24.61133698,2019
2, , , ,2,3,4,4,2,6,62,431.0088035,2019
1,0,1,1,2,1,4,4,4,5,54,13.96000462,2019
1,0,0,1,2,2,4,4,4,4,44,13.87256773,2019
1,1,0,0,2,3,4,4,5,13,135,1.164861304,2019
2, , , , ,3,1,1,1,2,21,182.6046859,2019
1,1,0,0,2,2,5,4,4,4,44,12.4974078,2019
2, , , ,2,3,4,4,4,5,54,13.96000462,2019
1,0,1,1,2,2,4,4,5,13,135,1.199127986,2019
1,1,0,0,2,3,4,4,5,13,135,5.029640341,2019
2, , , ,2,1,5,5,2,8,82,45.26070123,2019
2, , , ,2,3,3,3,1,6,61,1965.042619,2019
2, , , , ,2,1,1,1,2,21,182.6046859,2019
1,1,0,0,2,2,5,4,4,4,44,12.4974078,2019
1,0,0,1,2,3,4,4,4,13,134,76.498265,2019
2, , , ,2,2,3,4,4,5,54,13.00227587,2019
1,1,0,0,2,2,5,5,4,5,54,13.96000462,2019
2, , , ,2,3,3,3,1,4,41,3676.072548,2019
1,0,0,1,2,1,4,4,4,5,54,8.780474218,2019
1,0,0,1,2,3,5,4,1,4,41,3676.072548,2019
1,1,0,1,2,2,4,4,5,13,135,1.199127986,2019
1,1,0,0,2,1,5,4,5,10,105,4.550748428,2019
1,0,1,0,2,2,5,4,2,7,72,47.62109511,2019
1,1,1,0,2,3,5,4,4,6,64,3.826570692,2019
2, , , ,2,2,5,4,1,4,41,3311.67082,2019
2, , , ,3,2,2,2,1,2,21,182.6046859,2019
2, , , ,2,2,2,2,4,4,44,13.87256773,2019
2, , , ,4,3,3,3,1,2,21,182.6046859,2019
1,0,1,1,2,2,4,4,5,13,135,1.182683035,2019
1,0,1,0,2,1,5,5,3,7,73,43.07972534,2019
2, , , ,2,1,4,4,2,7,72,47.62109511,2019
2, , , ,2,2,4,4,1,4,41,3311.67082,2019
1,0,1,0,2,2,4,4,4,4,44,11.64002078,2019
2, , , ,2,3,4,4,1,4,41,3676.072548,2019
1,1,0,1,2,3,5,5,5,10,105,4.550748428,2019
2, , , ,2,2,3,3,1,2,21,182.6046859,2019
2, , , ,2,3,3,3,1,6,61,1965.042619,2019
2, , , ,2,3,2,2,1,11,111,230.8778911,2019
1,1,0,1,2,2,5,4,4,4,44,12.4974078,2019
1,1,0,1,2,2,4,4,5,13,135,1.182683035,2019
2, , , ,2,3,4,4,1,7,71,178.7032505,2019
1,1,0,1,2,2,5,5,4,4,44,12.4974078,2019
2, , , ,2,3,4,4,1,4,41,4443.334931,2019
2, , , ,2,2,4,3,4,4,44,11.64002078,2019
2, , , ,2,3,3,3,1,13,131,1301.518152,2019
1,0,1,1,2,3,5,5,5,10,105,4.550748428,2019
2, , , ,3,2,3,3,1,2,21,182.6046859,2019
2, , , ,2,3,4,3,1,9,91,729.9541575,2019
1,0,1,0,2,2,4,4,3,7,73,43.07972534,2019
1,0,1,1,2,2,4,3,5,13,135,1.184468475,2019
1,0,1,0,2,2,4,4,3,13,133,279.0689436,2019
2, , , ,2,3,3,3,1,11,111,230.8778911,2019
2, , , ,2,2,4,3,4,4,44,12.9208376,2019
1,0,0,1,2,2,3,3,3,13,133,279.0689436,2019
1,1,0,0,2,1,5,5,5,10,105,4.550748428,2019
1,1,0,0,3,1,5,5,2,7,72,47.62109511,2019
2, , , ,2,3,4,3,3,6,63,78.53368127,2019
2, , , ,2,2,4,4,3,5,53,49.23688426,2019
2, , , ,2,3,1,1,1,2,21,182.6046859,2019
1,1,0,1,2,1,5,4,5,10,105,4.550748428,2019
1,1,1,0,2,2,4,4,5,13,135,1.182683035,2019
1,0,1,1,2,3,3,3,5,10,105,4.550748428,2019
1,1,0,0,2,2,4,4,5,13,135,1.083310353,2019
1,1,0,0,2,3,5,4,5,10,105,4.550748428,2019
1,0,1,0,2,3,4,4,2,4,42,415.9241802,2019
2, , , ,3,3,1,1,1,2,21,182.6046859,2019
2, , , ,2,2,3,4,3,12,123,79.48771541,2019
2, , , ,2,2,4,4,3,5,53,49.23688426,2019
1,1,0,1,2,2,4,3,5,13,135,1.182683035,2019
2, , , ,2,2,3,4,3,12,123,84.62849721,2019
2, , , ,2,2,4,4,2,5,52,55.64039363,2019
2, , , ,2,3,4,4,1,9,91,729.9541575,2019
2, , , ,2,3,5,5,2,8,82,71.95962115,2019
2, , , ,2,3,2,2,1,2,21,182.6046859,2019
2, , , ,2,3,5,5,5,8,85,3.426437036,2019
1,0,1,0,2,2,5,4,3,8,83,110.2354972,2019
2, , , ,2,2,3,4,3,12,123,84.62849721,2019
1,1,0,1,2,1,4,4,5,13,135,1.182683035,2019
2, , , ,2,2,5,5,4,5,54,16.87370838,2019
2, , , ,2,2,4,4,4,5,54,16.87370838,2019
2, , , ,2,1,4,4,5,5,55,2.467684298,2019
1,0,1,0,2,3,4,2,2,4,42,415.9241802,2019
1,0,1,0,2,1,5,4,3,8,83,110.2354972,2019
2, , , ,2,2,4,4,3,10,103,73.87934953,2019
1,1,0,1,2,2,4,3,5,5,55,1.552108251,2019
1,0,0,1,2,3,4,4,4,13,134,48.11538834,2019
1,0,1,0,2,2,4,4,3,8,83,110.2354972,2019
1,1,0,1,2,3,4,4,4,5,54,14.42693906,2019
1,0,1,0,2,3,5,4,4,5,54,13.96000462,2019
1,1,0,0,2,3,4,4,5,13,135,5.029640341,2019
2, , , ,2,2,4,2,1,8,81,85.87992796,2019
1,1,0,1,2,2,5,4,5,13,135,1.264121211,2019
2, , , ,2,3,4,4,4,5,54,8.780474218,2019
1,0,0,1,2,2,3,3,3,11,113,46.10628645,2019
1,1,0,0,2,2,5,5,3,4,43,138.7725817,2019
2, , , ,2,2,3,3,2,5,52,34.98166791,2019
2, , , ,2,2,4,3,2,5,52,34.98166791,2019
2, , , ,2,1,4,3,4,5,54,13.96000462,2019
2, , , ,2,3,4,4,3,4,43,138.7725817,2019
1,1,0,1,2,3,5,5,5,8,85,2.391277551,2019
1,0,1,1,2,2,4,4,5,13,135,1.264121211,2019
1,0,0,1,2,2,4,4,3,4,43,138.7725817,2019
2, , , ,2,2,4,3,1,4,41,3799.029877,2019
2, , , ,2,3,3,3,4,5,54,13.96000462,2019
2, , , ,2,2,5,3,2,13,132,394.4399907,2019
2, , , ,2,3,5,3,3,4,43,87.28428886,2019
2, , , ,2,3,4,3,4,5,54,13.96000462,2019
2, , , ,2,3,2,2,1,13,131,1345.051351,2019
1,1,0,0,2,3,4,4,4,3,34,11.01153188,2019
2, , , ,2,2,2,2,3,10,103,46.46815968,2019
2, , , ,2,2,3,3,3,9,93,51.94971263,2019
2, , , ,2,3,3,3,1,7,71,198.2838182,2019
2, , , ,2,3,3,3,1,7,71,198.2838182,2019
2, , , ,2,3,4,3,5,5,55,2.10985814,2019
2, , , ,2,3,3,3,1,4,41,3799.029877,2019
1,1,0,0,2,2,5,5,4,4,44,12.91542128,2019
1,1,0,0,2,2,4,4,4,4,44,12.91542128,2019
1,0,1,0,2,3,4,4,4,4,44,12.91542128,2019
2, , , ,2,2,4,4,4,4,44,12.91542128,2019
2, , , ,2,3,4,3,4,4,44,12.91542128,2019
2, , , ,2,2,4,3,3,3,33,159.7322528,2019
1,0,1,0,2,2,4,3,3,3,33,159.7322528,2019
1,1,0,0,2,2,3,3,5,3,35,3.311875178,2019
2, , , ,2,2,3,3,5,3,35,3.311875178,2019
2, , , ,2,3,3,4,5,3,35,1.253854334,2019
2, , , ,2,3,1,1,2,2,22,111.5062705,2019
2, , , ,2,2,4,4,3,2,23,76.71655453,2019
2, , , ,2,2,3,3,3,2,23,85.15810761,2019
1,1,0,0,2,2,3,2,4,2,24,25.43453735,2019
2, , , ,2,2,2,2,3,7,73,47.79998351,2019
1,1,0,1,2,2,4,4,5,8,85,3.80187275,2019
