Q33,Q33A1,Q33A2,Q33A3,Q32,Q50,Q58A1,Q58A2,D_SIZE,D_IND,D_INDSIZE,WT,year
1,1,0,0,2,2,4,3,5,6,65,1.232998946,2019
2, , , ,2,3,3,4,3,2,23,81.50722719,2019
1,1,0,0,2,2,4,4,5,2,25,2.005390742,2019
1,0,0,1,2,2,2,3,3,10,103,71.827557,2019
1,0,0,1,2,3,4,4,3,10,103,45.17763637,2019
2, , , ,2,3,4,3,4,4,44,12.91542128,2019
2, , , ,2,3,4,3,3,10,103,78.64417762,2019
2, , , ,2,3,4,4,3,7,73,47.79998351,2019
2, , , ,2,3,3,4,3,10,103,78.64417762,2019
1,0,1,0,2,2,4,4,5,11,115,4.829986465,2019
1,1,0,0,2,3,4,4,3,10,103,87.12985768,2019
2, , , ,2,3,3,3,2,8,82,50.21992957,2019
2, , , ,2,3,5,4,3,6,63,87.13863982,2019
1,1,0,0,2,3,5,5,3,10,103,49.36992897,2019
2, , , ,2,2,3,3,4,12,124,5.525749672,2019
2, , , ,2,2,3,3,1,7,71,178.6283394,2019
1,1,0,0,2,2,5,5,4,7,74,13.71127054,2019
1,0,1,0,2,2,4,4,3,10,103,78.49284895,2019
1,1,0,0,2,2,3,4,4,4,44,12.91542128,2019
1,0,1,0,2,3,4,3,3,2,23,81.66436737,2019
1,1,0,0,2,2,4,4,2,7,72,52.8389525,2019
2, , , ,2,3,4,4,3,2,23,90.65035606,2019
2, , , ,2,3,4,4,4,11,114,13.15412364,2019
2, , , ,2,3,3,3,3,2,23,81.66436737,2019
2, , , ,2,2,5,4,4,10,104,9.120365427,2019
1,0,1,0,2,2,5,4,3,7,73,47.79998351,2019
1,0,1,1,2,3,3,3,3,2,23,81.66436737,2019
2, , , ,2,2,4,4,2,3,32,171.097941,2019
1,0,1,0,2,2,5,5,4,9,94,3.786471566,2019
2, , , ,2,2,4,3,4,9,94,3.786471566,2019
2, , , ,2,3,3,2,3,2,23,81.66436737,2019
1,0,1,0,2,3,3,4,3,2,23,81.66436737,2019
2, , , ,2,1,4,4,3,6,63,78.50076054,2019
2, , , ,2,2,4,4,3,3,33,159.3494031,2019
1,0,1,0,2,2,4,4,2,7,72,52.8389525,2019
2, , , ,2,2,4,4,3,3,33,159.3494031,2019
2, , , ,2,3,3,3,1,10,101,378.2484627,2019
1,1,0,0,2,2,5,5,5,13,135,5.190036679,2019
2, , , ,2,2,4,3,2,2,22,111.2390099,2019
2, , , ,2,2,2,3,2,7,72,58.65311901,2019
2, , , ,2,2,3,3,5,11,115,1.314865957,2019
2, , , ,2,2,3,3,2,2,22,100.2121091,2019
2, , , ,2,2,5,5,2,7,72,52.8389525,2019
2, , , ,2,3,3,3,2,2,22,111.2390099,2019
2, , , ,2,2,3,3,2,2,22,111.2390099,2019
2, , , ,2,2,3,3,1,7,71,178.6283394,2019
2, , , ,2,3,2,2,2,6,62,478.2345649,2019
2, , , ,2,2,3,3,1,5,51,1996.13622,2019
2, , , ,2,3,3,3,2,4,42,461.4971149,2019
2, , , ,2,2,4,4,3,13,133,163.6631028,2019
2, , , ,2,3,3,3,2,5,52,55.61706959,2019
1,0,1,0,2,2,5,5,3,10,103,46.46815968,2019
1,1,0,0,2,2,3,3,3,7,73,47.79998351,2019
2, , , ,2,2,5,5,3,10,103,73.87934953,2019
1,0,0,1,2,2,3,3,4,9,94,3.786471566,2019
2, , , ,2,3,4,2,4,6,64,4.245849168,2019
2, , , ,2,2,4,4,3,12,123,49.55651552,2019
2, , , ,2,3,3,3,1,2,21,202.612735,2019
2, , , ,2,3,3,4,1,2,21,182.5281394,2019
2, , , ,2,2,3,3,2,2,22,111.2390099,2019
2, , , ,2,3,1,1,1,6,61,2180.352917,2019
2, , , ,2,3,3,3,3,7,73,47.79998351,2019
2, , , ,2,3,3,3,2,2,22,100.2121091,2019
1,0,0,1,2,2,4,3,4,10,104,14.50039489,2019
2, , , ,2,2,3,3,1,5,51,1996.13622,2019
2, , , ,2,2,5,5,1,8,81,85.87992796,2019
2, , , ,2,2,4,2,5,8,85,3.80187275,2019
2, , , ,2,3,3,3,1,5,51,1996.13622,2019
2, , , ,2,3,5,5,1,7,71,198.2838182,2019
1,1,0,0,2,2,4,4,3,5,53,49.21624453,2019
2, , , ,2,2,5,5,2,13,132,394.4399907,2019
2, , , ,2,3,3,3,2,11,112,52.14368334,2019
2, , , , ,3,4,4,2,4,42,461.4971149,2019
2, , , ,2,2,5,3,2,4,42,461.4971149,2019
2, , , ,2,2,4,2,5,5,55,2.10985814,2019
2, , , ,2,2,4,3,3,11,113,44.22214924,2019
2, , , ,2,3,3,3,1,9,91,729.6481662,2019
2, , , ,3,3,4,3,1,10,101,378.2484627,2019
2, , , ,2,3,5,4,4,5,54,14.42693906,2019
2, , , ,2,3,3,3,1,4,41,3799.029877,2019
2, , , ,2,3,4,4,5,11,115,1.314865957,2019
2, , , ,2,3,3,3,1,2,21,202.612735,2019
2, , , ,2,3,3,3,5,11,115,4.829986465,2019
2, , , ,2,2,1,3,5,11,115,4.829986465,2019
2, , , ,2,3,4,4,1,2,21,182.5281394,2019
2, , , ,2,3,4,3,1,4,41,3799.029877,2019
2, , , ,2,3,4,3,1,11,111,238.6002982,2019
2, , , ,2,3,3,3,1,2,21,202.612735,2019
2, , , ,2,3,3,2,3,12,123,87.45915245,2019
1,0,1,0,2,1,4,4,5,13,135,9.159566696,2019
2, , , ,2,3,3,3,2,2,22,100.4528767,2019
2, , , ,2,3,5,4,2,6,62,430.8281279,2019
1,0,1,0,2,2,5,5,3,6,63,81.8453787,2019
2, , , ,2,2,4,1,1,7,71,178.6283394,2019
2, , , ,2,3,4,3,1,11,111,238.6002982,2019
2, , , ,2,2,4,5,3,12,123,49.55651552,2019
2, , , ,2,2,5,5,2,13,132,394.4399907,2019
1,1,0,0,2,2,4,3,5,8,85,3.80187275,2019
2, , , ,2,3,4,3,3,4,43,143.4142491,2019
2, , , ,2,3,3,3,2,13,132,394.4399907,2019
2, , , ,2,2,4,4,3,6,63,87.13863982,2019
2, , , ,2,3,4,3,1,6,61,2180.352917,2019
2, , , ,2,3,1,1,1,8,81,95.32977845,2019
2, , , ,2,3,4,4,2,7,72,58.65311901,2019
2, , , ,2,3,4,3,4,6,64,4.245849168,2019
2, , , ,2,2,4,3,5,3,35,3.311875178,2019
1,0,1,0,2,2,5,5,5,13,135,1.202008987,2019
2, , , ,2,2,4,3,4,7,74,13.71127054,2019
2, , , ,2,2,4,3,2,7,72,52.8389525,2019
2, , , , ,3,5,4,2,13,132,370.4796228,2019
2, , , ,4,2,3,2,5,11,115,4.829986465,2019
2, , , ,2,3,4,3,2,2,22,100.4528767,2019
2, , , ,2,3,3,3,1,3,31,422.663385,2019
2, , , ,2,3,4,3,3,10,103,73.87934953,2019
2, , , ,2,2,3,3,5,3,35,3.311875178,2019
2, , , ,2,3,3,3,4,3,34,17.50714507,2019
2, , , ,2,2,2,2,3,13,133,163.416401,2019
2, , , ,2,2,5,2,3,13,133,288.4032458,2019
2, , , ,2,2,5,5,1,13,131,1345.051351,2019
1,1,0,0,2,1,5,5,5,13,135,1.202008987,2019
2, , , ,2,2,5,5,2,7,72,52.8389525,2019
2, , , ,2,2,5,5,2,10,102,117.4938253,2019
2, , , ,2,3,3,3,1,2,21,202.612735,2019
2, , , ,2,3,1,1,1,6,61,2180.352917,2019
2, , , ,2,3,3,3,2,7,72,58.65311901,2019
2, , , , ,3,1,1,1,11,111,238.6002982,2019
2, , , ,2,3,3,3,2,2,22,111.5062705,2019
1,1,0,0,2,2,5,5,3,8,83,122.3140331,2019
2, , , ,2,3,5,4,1,6,61,2180.352917,2019
2, , , ,2,2,5,3,3,2,23,85.15810761,2019
1,1,0,0,3,1,5,5,5,13,135,5.197871826,2019
1,1,0,0,2,2,3,3,5,13,135,1.203823602,2019
2, , , ,2,2,4,4,5,7,75,4.456038067,2019
1,0,1,0,2,2,4,4,4,10,104,14.50039489,2019
1,0,1,0,2,2,4,3,5,13,135,1.202008987,2019
2, , , ,2,2,5,4,2,3,32,171.097941,2019
2, , , ,2,3,4,3,2,2,22,111.5062705,2019
2, , , ,2,3,3,3,1,2,21,202.612735,2019
2, , , ,2,3,3,3,3,4,43,143.4142491,2019
1,1,0,1,4,2,5,3,5,13,135,1.202008987,2019
2, , , ,2,2,5,4,1,3,31,422.663385,2019
2, , , ,2,3,4,3,1,6,61,2180.352917,2019
2, , , ,2,3,4,3,1,11,111,238.6002982,2019
2, , , ,2,3,1,1,1,6,61,2180.352917,2019
2, , , ,2,3,3,4,1,5,51,2213.126404,2019
2, , , ,2,3,3,3,2,12,122,130.4935467,2019
2, , , ,2,2,5,3,4,9,94,3.947798685,2019
2, , , ,2,3,3,2,1,4,41,3799.029877,2019
2, , , ,2,3,3,1,1,2,21,202.612735,2019
2, , , ,2,2,4,4,3,11,113,48.91180779,2019
2, , , ,2,3,5,4,2,13,132,461.3359319,2019
2, , , ,2,2,4,4,4,7,74,13.71127054,2019
1,0,1,0,2,3,4,3,5,7,75,2.716112823,2019
2, , , ,2,2,3,1,1,13,131,1573.168373,2019
2, , , ,2,2,1,4,4,9,94,3.786471566,2019
1,1,0,0,2,3,4,4,4,9,94,3.786471566,2019
1,0,0,1,2,3,4,4,2,7,72,38.92943406,2019
2, , , ,2,3,3,3,5,11,115,4.673661756,2019
1,1,0,0,2,3,5,5,4,4,44,12.91542128,2019
1,1,0,0,2,2,3,3,5,8,85,2.391277551,2019
2, , , ,2,3,4,4,2,2,22,107.8973193,2019
1,1,0,1,2,3,3,3,5,2,25,3.824988292,2019
2, , , ,2,2,4,4,2,8,82,50.21992957,2019
2, , , ,2,3,3,3,2,2,22,107.8973193,2019
2, , , ,2,3,3,3,1,2,21,196.0550817,2019
2, , , ,2,1,3,3,5,5,55,2.10985814,2019
2, , , ,2,3,5,5,2,2,22,97.20167364,2019
2, , , ,2,2,4,3,5,11,115,1.454304508,2019
1,1,0,0,2,2,3,3,5,7,75,4.456038067,2019
1,1,0,1,2,2,3,4,3,8,83,89.97980307,2019
1,0,1,0,2,2,4,4,4,8,84,12.25910528,2019
2, , , ,2,3,3,3,2,2,22,97.20167364,2019
2, , , ,2,2,4,3,1,4,41,3676.072548,2019
1,0,1,0,2,3,4,4,2,7,72,38.92943406,2019
2, , , ,2,3,3,3,3,7,73,47.79998351,2019
2, , , ,2,3,4,3,1,12,121,2337.957552,2019
2, , , ,2,2,4,3,2,7,72,58.65311901,2019
1,0,0,1,2,3,4,4,3,5,53,29.9538221,2019
2, , , ,2,3,4,3,4,11,114,15.38502695,2019
1,0,1,0,2,2,3,3,4,13,134,48.11538834,2019
2, , , ,2,2,4,4,3,7,73,47.79998351,2019
2, , , ,2,3,4,3,3,11,113,42.79087927,2019
2, , , ,2,3,4,3,3,5,53,47.6233384,2019
2, , , ,2,3,4,3,2,11,112,48.39413951,2019
2, , , ,2,2,4,3,3,7,73,47.79998351,2019
1,1,0,1,2,2,4,4,5,2,25,4.157188808,2019
1,0,0,1,2,2,4,4,5,5,55,2.041571622,2019
1,1,0,1,2,1,4,3,5,13,135,1.16310542,2019
2, , , ,2,3,4,4,2,13,132,358.4888813,2019
1,1,0,0,2,2,3,4,3,7,73,47.79998351,2019
2, , , ,2,3,2,2,3,6,63,78.50076054,2019
2, , , ,2,3,4,4,2,11,112,48.39413951,2019
1,1,0,1,2,1,4,4,5,2,25,4.157188808,2019
2, , , ,2,2,3,3,2,13,132,381.673761,2019
2, , , ,2,2,1,4,3,10,103,73.87934953,2019
1,0,1,0,2,2,5,5,3,7,73,29.13578075,2019
2, , , ,2,3,4,3,2,11,112,48.39413951,2019
2, , , ,2,2,1,4,3,4,43,143.4142491,2019
1,0,0,1,2,2,3,3,2,13,132,358.4888813,2019
2, , , ,2,3,3,1,2,7,72,52.8389525,2019
2, , , ,2,3,3,4,2,11,112,53.71921831,2019
1,0,1,1,2,1,4,4,5,13,135,7.984530454,2019
2, , , ,2,2,2,4,3,7,73,47.79998351,2019
2, , , ,2,3,4,4,1,2,21,196.0550817,2019
1,1,0,1,2,1,4,4,5,2,25,4.157188808,2019
1,0,0,1,2,3,4,4,3,6,63,84.31835812,2019
2, , , ,2,3,3,3,1,2,21,196.0550817,2019
2, , , ,2,2,3,2,2,13,132,355.3399424,2019
2, , , ,2,1,3,2,5,13,135,5.996695693,2019
2, , , ,2,3,2,2,3,12,123,76.23944335,2019
2, , , ,2,3,2,2,2,2,22,111.5062705,2019
1,0,1,0,2,3,3,3,4,2,24,24.61133698,2019
2, , , ,2,2,2,2,2,7,72,52.8389525,2019
2, , , ,2,3,3,3,3,12,123,76.23944335,2019
1,1,0,1,2,2,3,3,4,4,44,12.91542128,2019
1,1,0,0,2,3,5,5,4,5,54,13.96000462,2019
2, , , ,2,3,1,1,1,12,121,2195.937664,2019
2, , , ,2,1,4,3,4,8,84,12.25910528,2019
2, , , ,2,2,2,3,4,3,34,17.50714507,2019
1,0,0,1,2,2,4,4,4,3,34,16.94051835,2019
2, , , ,2,3,4,4,1,5,51,1915.148559,2019
2, , , ,2,3,5,5,1,4,41,3799.029877,2019
2, , , , ,3,2,2,2,6,62,552.5639476,2019
2, , , ,2,3,3,4,3,12,123,84.62849721,2019
1,0,1,1,2,3,4,4,1,10,101,340.7534482,2019
2, , , ,2,3,3,3,3,3,33,154.5624458,2019
2, , , ,2,2,3,2,4,9,94,3.786471566,2019
2, , , ,2,2,4,4,2,3,32,165.5602784,2019
2, , , ,2,2,4,4,3,13,133,279.0689436,2019
2, , , ,2,2,3,3,2,2,22,111.5062705,2019
2, , , ,2,3,4,3,4,5,54,13.96000462,2019
2, , , , ,3,3,2,1,6,61,2519.233245,2019
1,0,1,1,2,2,4,4,4,13,134,48.18802582,2019
2, , , ,2,2,4,3,3,4,43,143.4142491,2019
2, , , ,2,3,3,3,2,2,22,107.8973193,2019
2, , , ,2,3,3,3,5,11,115,4.829986465,2019
2, , , , ,3,2,2,2,6,62,552.5639476,2019
2, , , ,2,2,4,4,3,7,73,47.79998351,2019
2, , , ,2,2,3,3,2,7,72,58.65311901,2019
2, , , ,2,3,3,3,3,6,63,100.682122,2019
2, , , , ,3,2,3,3,6,63,100.682122,2019
1,0,1,1,2,2,4,3,5,2,25,4.157188808,2019
1,0,1,0,3,3,4,3,4,8,84,14.16447096,2019
1,0,1,0,2,3,4,4,2,8,82,58.02533855,2019
1,1,0,0,2,1,4,4,4,7,74,13.71127054,2019
2, , , ,2,3,3,2,3,4,43,143.4142491,2019
2, , , ,2,3,5,4,3,6,63,84.31835812,2019
1,0,0,1,2,3,4,4,3,2,23,82.40192673,2019
1,0,1,0,2,3,3,3,2,8,82,58.02533855,2019
1,1,0,0,3,1,4,4,5,8,85,3.80187275,2019
2, , , ,2,2,5,5,4,7,74,8.357504393,2019
2, , , ,2,3,5,4,3,6,63,84.31835812,2019
1,0,0,1,2,3,4,4,4,2,24,24.61133698,2019
2, , , ,2,2,5,5,5,11,115,4.829986465,2019
1,1,0,1,2,2,4,4,5,2,25,2.207640324,2019
1,0,0,1,2,2,4,4,5,13,135,5.022058782,2019
1,1,0,0,2,2,4,4,5,3,35,3.311875178,2019
1,0,1,1,2,2,5,5,4,7,74,8.357504393,2019
2, , , ,2,3,3,3,5,3,35,1.253854334,2019
1,0,1,0,2,2,4,4,4,12,124,3.475550606,2019
2, , , ,2,3,3,4,3,4,43,183.9377202,2019
1,0,1,1,2,2,5,4,5,2,25,4.157188808,2019
1,0,0,1,2,3,3,3,1,3,31,453.9864635,2019
2, , , ,2,2,4,3,3,7,73,46.25291531,2019
1,0,0,1,2,3,4,4,4,9,94,2.30450935,2019
2, , , ,2,3,3,3,5,11,115,4.829986465,2019
1,0,0,1,2,3,4,4,1,3,31,453.9864635,2019
2, , , ,2,2,4,3,4,10,104,14.50039489,2019
2, , , ,2,3,2,2,1,2,21,196.0550817,2019
2, , , ,2,2,5,5,4,5,54,16.87370838,2019
1,1,0,1,2,2,4,4,4,4,44,12.91542128,2019
2, , , ,2,3,3,3,1,3,31,453.9864635,2019
2, , , , ,3,3,3,1,8,81,85.91594328,2019
2, , , ,2,3,4,4,1,6,61,2109.784803,2019
2, , , ,2,2,3,3,4,5,54,16.87370838,2019
2, , , ,2,2,4,3,3,6,63,78.50076054,2019
1,0,1,1,2,2,5,4,5,2,25,4.157188808,2019
2, , , ,2,3,3,3,1,3,31,453.9864635,2019
1,0,0,1,2,2,3,3,3,13,133,279.0689436,2019
2, , , ,2,2,4,3,4,3,34,16.94051835,2019
1,1,0,0,2,2,5,5,5,13,135,1.084945774,2019
2, , , ,2,3,3,3,2,6,62,431.0088035,2019
2, , , ,2,3,3,2,4,4,44,16.56483342,2019
2, , , ,2,2,3,3,5,11,115,4.829986465,2019
2, , , ,2,3,3,3,2,6,62,559.3418362,2019
1,1,0,0,2,2,3,3,3,2,23,82.40192673,2019
2, , , ,2,2,4,3,2,2,22,111.5062705,2019
2, , , ,2,3,3,3,1,13,131,1301.518152,2019
2, , , ,3,3,5,4,4,8,84,11.04851612,2019
1,0,0,1,2,2,5,5,4,7,74,8.357504393,2019
1,1,0,0,2,2,5,5,5,13,135,1.084945774,2019
1,0,1,1,2,2,4,3,5,10,105,2.044530278,2019
2, , , ,2,3,4,3,3,4,43,183.9377202,2019
1,0,0,1,2,2,4,4,3,2,23,74.23358835,2019
1,0,1,0,2,3,4,4,5,11,115,4.673661756,2019
2, , , ,2,2,4,1,3,7,73,47.79998351,2019
1,1,0,0,2,3,5,3,4,9,94,3.786471566,2019
1,0,0,1,2,2,4,3,3,2,23,82.40192673,2019
2, , , ,2,3,4,4,1,4,41,3676.072548,2019
2, , , ,2,2,4,4,4,8,84,11.04851612,2019
2, , , ,2,2,3,3,3,13,133,158.3660721,2019
1,1,0,0,2,2,5,5,5,13,135,1.084945774,2019
2, , , ,2,2,4,3,3,13,133,259.8144082,2019
1,0,1,1,2,2,5,4,5,10,105,2.950948956,2019
1,0,1,0,2,3,3,3,3,2,23,82.40192673,2019
2, , , ,2,3,2,2,1,4,41,3799.029877,2019
1,0,1,0,2,2,3,3,4,13,134,48.18802582,2019
2, , , ,2,2,4,4,2,11,112,50.01282742,2019
2, , , ,2,3,3,3,2,2,22,117.4894092,2019
1,1,0,0,2,2,5,5,5,13,135,1.083310353,2019
2, , , ,2,3,4,4,3,6,63,84.31835812,2019
2, , , ,2,2,4,3,4,9,94,3.786471566,2019
2, , , ,2,2,4,4,5,10,105,2.914873182,2019
2, , , ,2,3,3,3,2,2,22,130.4174283,2019
2, , , ,2,3,3,3,4,11,114,15.19859713,2019
2, , , ,2,3,3,4,4,10,104,14.50039489,2019
2, , , ,2,3,3,3,1,2,21,196.0550817,2019
2, , , ,2,1,4,3,1,1,11,12.07971151,2019
2, , , ,2,2,3,3,2,11,112,52.14368334,2019
1,0,1,1,2,2,4,4,5,13,135,5.022058782,2019
2, , , ,2,3,3,3,1,1,11,12.06150284,2019
2, , , ,2,2,4,4,5,10,105,2.914873182,2019
2, , , , ,3,3,3,1,12,121,2791.68775,2019
1,1,0,0,2,2,5,5,5,13,135,1.084945774,2019
1,1,0,0,2,3,4,4,1,1,11,12.06150284,2019
2, , , ,2,3,3,3,2,2,22,130.4174283,2019
2, , , ,2,2,3,4,5,3,35,1.253854334,2019
2, , , ,2,3,4,4,4,13,134,84.91579846,2019
2, , , ,2,2,1,1,4,13,134,49.79981962,2019
1,0,1,0,2,2,3,2,2,5,52,64.26132652,2019
1,1,0,0,2,3,4,3,1,1,11,12.06150284,2019
1,0,0,1,2,3,4,4,2,2,22,130.4174283,2019
1,1,0,1,2,2,4,4,5,10,105,2.910479372,2019
2, , , ,2,2,3,4,5,3,35,3.311875178,2019
2, , , ,2,3,3,3,1,2,21,196.0550817,2019
2, , , ,2,3,4,3,2,1,12,9.487530451,2019
2, , , ,2,3,3,3,2,2,22,130.4174283,2019
2, , , ,2,3,4,3,1,8,81,54.01620657,2019
2, , , ,2,3,2,4,3,6,63,78.53368127,2019
2, , , ,2,3,3,3,3,6,63,84.31835812,2019
1,0,1,1,2,3,4,4,5,4,45,5.515519524,2019
2, , , ,2,3,4,3,2,2,22,130.4174283,2019
1,1,0,0,2,2,5,5,5,13,135,1.083310353,2019
2, , , ,2,1,5,5,1,7,71,178.6283394,2019
2, , , , ,3,2,2,2,5,52,71.33236095,2019
1,0,0,1,2,3,4,4,2,13,132,381.673761,2019
2, , , , ,3,4,3,1,8,81,77.39926746,2019
2, , , ,2,3,5,4,1,2,21,236.9752995,2019
1,1,0,1,2,3,2,2,5,4,45,5.515519524,2019
2, , , ,2,2,2,3,1,11,111,214.9483273,2019
2, , , ,2,2,3,3,1,2,21,202.612735,2019
1,1,0,0,2,2,5,1,5,13,135,1.083310353,2019
2, , , ,2,2,5,4,1,2,21,236.9752995,2019
1,1,0,0,4,1,4,3,4,10,104,10.53789394,2019
1,1,0,1,2,3,4,4,5,13,135,5.022058782,2019
1,0,1,1,2,3,3,3,4,4,44,12.4974078,2019
2, , , ,2,2,3,3,3,8,83,122.3140331,2019
2, , , , ,3,3,3,1,2,21,213.08248,2019
2, , , ,2,3,3,3,3,4,43,138.7725817,2019
1,0,0,1,2,3,3,3,1,4,41,3676.072548,2019
2, , , ,2,3,5,3,3,6,63,78.50076054,2019
1,1,0,1,2,2,4,3,5,2,25,2.207640324,2019
2, , , ,2,2,3,4,4,5,54,13.00227587,2019
1,0,1,0,2,2,3,3,4,6,64,4.245849168,2019
1,0,1,0,2,3,4,3,3,4,43,138.7725817,2019
1,1,0,1,2,3,5,4,4,2,24,24.61133698,2019
2, , , ,2,3,4,4,3,6,63,78.50076054,2019
1,1,0,0,2,1,5,5,5,13,135,1.083310353,2019
2, , , ,2,3,4,3,4,5,54,13.00227587,2019
2, , , , ,3,2,2,1,2,21,213.08248,2019
1,0,0,1,2,2,4,2,3,13,133,158.3660721,2019
2, , , ,2,2,4,3,4,6,64,3.826570692,2019
2, , , ,2,3,3,2,1,6,61,2180.352917,2019
2, , , ,2,3,4,4,3,1,13,8.378395358,2019
2, , , ,2,3,1,1,1,6,61,2180.352917,2019
2, , , ,2,2,4,4,4,5,54,13.00227587,2019
1,0,0,1,2,3,4,4,4,2,24,24.61133698,2019
1,0,0,1,2,3,5,5,3,4,43,154.0425078,2019
1,0,0,1,2,3,4,4,4,2,24,24.61133698,2019
2, , , ,2,3,4,3,1,13,131,1301.518152,2019
2, , , ,2,3,3,3,1,3,31,453.9864635,2019
2, , , ,2,2,4,5,4,5,54,8.178088129,2019
2, , , , ,2,3,3,1,2,21,213.08248,2019
1,0,0,1,2,3,3,3,4,2,24,24.61133698,2019
2, , , ,2,3,3,3,1,3,31,453.9864635,2019
2, , , ,2,3,4,4,2,13,132,381.673761,2019
1,0,1,0,2,3,4,2,3,2,23,74.23358835,2019
2, , , ,2,2,4,5,4,5,54,13.00227587,2019
2, , , ,2,2,5,5,4,6,64,4.247629742,2019
2, , , ,2,3,4,4,5,3,35,1.253854334,2019
1,1,0,0,2,3,3,3,4,2,24,24.61133698,2019
1,0,1,0,2,2,3,2,1,2,21,213.08248,2019
2, , , ,2,2,4,5,4,3,34,17.50714507,2019
1,0,0,1,2,3,4,4,3,2,23,74.23358835,2019
1,0,1,0,2,1,4,3,3,10,103,85.36201274,2019
1,1,0,0,2,2,4,3,2,7,72,52.8389525,2019
2, , , ,2,2,3,4,2,5,52,55.64039363,2019
1,0,0,1,2,3,4,3,3,2,23,82.40192673,2019
1,0,0,1,2,3,4,3,2,2,22,107.8973193,2019
2, , , ,2,2,4,4,4,6,64,3.826570692,2019
2, , , ,2,2,3,4,4,8,84,12.25910528,2019
1,0,0,1,2,3,4,3,3,2,23,74.23358835,2019
1,0,1,0,2,3,5,3,4,13,134,49.72475257,2019
2, , , ,2,3,3,3,1,6,61,2175.127,2019
2, , , ,2,3,4,3,3,2,23,74.23358835,2019
1,1,0,0,2,2,4,4,5,10,105,4.702961929,2019
2, , , ,2,3,4,3,3,6,63,75.96004773,2019
1,0,1,0,4,2,4,3,4,10,104,16.75411196,2019
1,0,0,1,2,2,4,3,3,2,23,74.23358835,2019
1,1,0,0,2,2,4,4,5,10,105,2.862300574,2019
2, , , ,2,2,3,3,4,7,74,13.71127054,2019
2, , , ,2,3,3,3,1,13,131,762.1393104,2019
1,0,1,0,2,2,4,3,3,2,23,74.23358835,2019
1,1,0,0,2,3,5,3,4,2,24,24.61133698,2019
2, , , ,2,2,5,5,5,11,115,4.829986465,2019
2, , , ,2,2,3,3,2,13,132,358.4888813,2019
1,0,1,0,2,3,4,4,4,6,64,4.108430329,2019
1,0,0,1,2,3,4,4,4,2,24,27.31946052,2019
2, , , ,2,3,4,4,3,4,43,90.20377506,2019
2, , , , ,1,4,5,2,8,82,45.26070123,2019
2, , , , ,3,2,2,2,1,12,6.06785062,2019
2, , , ,2,3,4,4,4,2,24,24.61133698,2019
2, , , ,2,3,4,4,2,2,22,117.4894092,2019
1,0,1,0,3,3,4,4,3,7,73,47.79998351,2019
2, , , , ,3,3,1,1,11,111,275.6846375,2019
1,1,0,0,2,3,3,3,4,9,94,3.786471566,2019
2, , , ,2,2,5,4,1,4,41,3676.072548,2019
2, , , ,2,3,4,3,1,6,61,2180.352917,2019
1,0,1,0,2,2,3,2,2,1,12,6.06785062,2019
2, , , , ,2,4,2,1,11,111,275.6846375,2019
1,0,0,1,2,2,4,4,3,2,23,82.40192673,2019
2, , , ,2,3,4,4,2,6,62,431.0088035,2019
1,1,0,1,2,1,4,4,5,4,45,5.700002703,2019
1,1,0,0,2,1,4,4,5,8,85,3.80187275,2019
1,0,0,1,2,3,5,4,1,2,21,213.4844115,2019
1,0,0,1,2,3,4,4,2,2,22,97.20167364,2019
1,0,1,0,2,2,5,4,4,7,74,13.71127054,2019
2, , , ,2,2,5,5,1,2,21,236.9752995,2019
2, , , ,2,2,3,3,1,7,71,195.0958025,2019
2, , , ,2,2,4,4,5,11,115,4.829986465,2019
1,1,0,0,3,2,5,5,3,7,73,43.07972534,2019
2, , , ,2,2,5,4,1,2,21,236.9752995,2019
1,1,0,0,2,2,4,3,5,10,105,2.958038847,2019
2, , , ,2,3,4,3,3,6,63,79.1964158,2019
1,0,1,0,2,3,5,4,4,2,24,24.61133698,2019
2, , , ,3,2,3,3,4,8,84,12.25910528,2019
2, , , ,2,2,5,5,4,5,54,8.780474218,2019
1,0,1,0,3,2,4,3,5,4,45,3.585151161,2019
1,0,0,1,2,3,5,4,4,2,24,24.61133698,2019
1,0,1,0,2,2,4,4,4,5,54,13.96000462,2019
2, , , ,2,2,4,4,4,4,44,12.91542128,2019
1,0,0,1,2,3,3,4,4,2,24,24.61133698,2019
1,1,0,0,2,2,4,4,5,7,75,4.456038067,2019
1,1,0,1,2,2,5,4,5,13,135,1.407988785,2019
2, , , ,2,3,1,1,3,6,63,78.53368127,2019
1,0,0,1,2,3,3,2,4,2,24,24.61133698,2019
1,1,0,0,2,2,4,4,5,7,75,4.456038067,2019
1,0,0,1,2,3,3,4,4,2,24,24.61133698,2019
1,0,0,1,2,3,4,3,4,2,24,24.61133698,2019
2, , , ,2,2,2,2,2,11,112,50.01282742,2019
1,0,1,0,2,3,3,3,4,2,24,24.61133698,2019
2, , , ,2,3,4,4,2,5,52,53.81699784,2019
2, , , ,2,2,5,3,4,2,24,15.99765226,2019
1,1,0,1,2,2,5,5,4,4,44,12.4974078,2019
2, , , ,2,2,4,3,2,5,52,53.81699784,2019
1,1,0,1,3,2,5,5,4,4,44,12.91542128,2019
1,0,1,0,2,1,4,4,5,2,25,1.882997748,2019
2, , , ,2,2,5,4,1,4,41,3676.072548,2019
2, , , ,2,2,5,4,2,5,52,53.81699784,2019
1,1,0,1,2,2,3,2,5,10,105,4.702961929,2019
